date,artist,song,pos,pos_prev,pos_peak,weeks
2016-05-14,Prince,When Doves Cry,8,20,1,23
2016-05-14,Prince And The Revolution,Let's Go Crazy,25,39,1,21
2016-05-14,Prince And The Revolution,Kiss,23,28,1,20
2016-12-31,The Chainsmokers Featuring Halsey,Closer,3,3,1,20
2016-12-31,Rae Sremmurd Featuring Gucci Mane,Black Beatles,1,1,1,14
2016-10-08,Lukas Graham,7 Years,46,45,2,36
2016-12-31,twenty one pilots,Heathens,15,9,2,26
2016-12-31,Major Lazer Featuring Justin Bieber & MO,Cold Water,40,21,2,21
2016-05-14,Prince And The Revolution,Purple Rain,4,17,2,18
2016-05-14,Prince And The Revolution,Raspberry Beret,33,0,2,18
2016-12-31,The Weeknd Featuring Daft Punk,Starboy,2,2,2,13
2016-12-31,The Chainsmokers Featuring Daya,Don't Let Me Down,43,31,3,44
2016-12-24,Calvin Harris Featuring Rihanna,This Is What You Came For,36,33,3,32
2016-08-06,Meghan Trainor,No,85,78,3,20
2016-10-15,Mike Posner,I Took A Pill In Ibiza,46,45,4,37
2016-11-05,Fifth Harmony Featuring Ty Dolla $ign,Work From Home,49,46,4,34
2016-12-31,DJ Snake Featuring Justin Bieber,Let Me Love You,9,8,4,19
2016-12-31,Ariana Grande Featuring Nicki Minaj,Side To Side,5,5,4,16
2016-12-31,Bruno Mars,24K Magic,4,4,4,10
2016-12-24,twenty one pilots,Ride,40,38,5,39
2016-12-31,D.R.A.M. Featuring Lil Yachty,Broccoli,17,12,5,27
2016-12-31,Zay Hilfigerrr & Zayion McCall,Juju On That Beat (TZ Anthem),8,6,5,12
2016-12-31,Shawn Mendes,Treat You Better,32,19,6,28
2016-05-14,Prince,Little Red Corvette,20,29,6,24
2016-05-21,Drake,Summer Sixteen,89,73,6,14
2016-12-31,Zayn / Taylor Swift,I Don't Wanna Live Forever (Fifty Shades Darker),6,0,6,1
2016-12-24,Rihanna,Needed Me,46,42,7,45
2016-12-31,Maroon 5 Featuring Kendrick Lamar,Don't Wanna Know,10,7,7,10
2016-12-31,J. Cole,Deja Vu,7,0,7,1
2016-08-20,Ariana Grande,Dangerous Woman,48,36,8,21
2016-10-01,Kent Jones,Don't Mind,58,50,8,20
2016-05-14,Prince And The Revolution,I Would Die 4 U,39,0,8,16
2016-06-25,Kelly Clarkson,Piece By Piece,95,91,8,15
2016-12-03,Charlie Puth Featuring Selena Gomez,We Don't Talk Anymore,49,44,9,24
2016-12-31,gnash Featuring Olivia O'Brien,I Hate U I Love U,25,16,10,35
2016-10-29,P!nk,Just Like Fire,50,43,10,26
2016-12-31,Drake,Fake Love,12,11,10,8
2016-06-25,Beyonce,Formation,88,82,10,7
2016-12-31,Machine Gun Kelly x Camila Cabello,Bad Things,14,10,10,7
2016-09-24,Beyonce,Sorry,65,62,11,20
2016-10-01,Katy Perry,Rise,72,62,11,9
2016-12-31,J. Cole,Immortal,11,0,11,1
2016-12-31,Hailee Steinfeld & Grey Featuring Zedd,Starving,19,14,12,20
2016-12-31,Amine,Caroline,16,15,12,15
2016-12-10,Kiiara,Gold,41,27,13,27
2016-11-12,Ariana Grande,Into You,45,41,13,24
2016-08-06,Zara Larsson & MNEK,Never Forget You,49,40,13,23
2016-10-15,Meghan Trainor,Me Too,75,66,13,20
2016-11-05,DJ Khaled Featuring Drake,For Free,47,41,13,20
2016-12-31,Alessia Cara,Scars To Your Beautiful,18,13,13,16
2016-11-26,Beyonce,Hold Up,99,0,13,14
2016-12-31,J. Cole,Neighbors,13,0,13,1
2016-12-03,Drake Featuring Rihanna,Too Good,48,45,14,29
2016-10-15,Florida Georgia Line,H.O.L.Y.,50,47,14,22
2016-08-27,Nick Jonas Featuring Tove Lo,Close,73,64,14,20
2016-12-31,Future Featuring Drake,Used To This,64,51,14,6
2016-12-10,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",Sucker For Pain,42,37,15,22
2016-01-30,David Bowie,Space Oddity,42,0,15,15
2016-11-12,Lady Gaga,Perfect Illusion,78,0,15,6
2016-08-27,James Bay,Let It Go,49,47,16,34
2016-11-12,Drake,Controlla,49,45,16,26
2016-09-03,Drake Featuring The Throne,Pop Style,86,86,16,20
2016-12-31,The Weeknd,Party Monster,53,29,16,4
2016-07-09,Kevin Gates,2 Phones,45,42,17,25
2016-10-01,Britney Spears Featuring G-Eazy,Make Me...,76,33,17,9
2016-10-22,Future Featuring The Weeknd,Low Life,49,42,18,35
2016-12-31,Sia Featuring Kendrick Lamar,The Greatest,28,18,18,15
2016-12-31,The Chainsmokers Featuring Phoebe Ryan,All We Know,95,89,18,11
2016-05-28,Beyonce Featuring The Weeknd,6 Inch,82,28,18,3
2016-07-23,Jeremih,Oui,49,44,19,27
2016-12-10,Tory Lanez,Luv,46,40,19,22
2016-12-31,Young M.A,OOOUUU,47,27,19,16
2016-12-31,X Ambassadors,Unsteady,42,22,20,31
2016-10-15,Flume Featuring Kai,Never Be Like You,48,36,20,26
2016-06-25,DJ Snake Featuring Bipolar Sunshine,Middle,49,44,20,21
2016-05-14,Chris Brown,Back To Sleep,70,57,20,20
2016-12-31,Rihanna,Love On The Brain,27,20,20,9
2016-10-29,"Artists Of Then, Now & Forever",Forever Country,97,73,21,4
2016-12-31,J. Cole,Change,21,0,21,1
2016-12-31,The Weeknd Featuring Daft Punk,I Feel It Coming,33,28,22,4
2016-12-31,J. Cole,She's Mine Pt. 1,22,0,22,1
2016-06-25,Troye Sivan,Youth,100,90,23,18
2016-12-31,John Legend,Love Me Now,37,23,23,8
2016-12-31,J. Cole,For Whom The Bell Tolls,23,0,23,1
2016-08-06,Ruth B,Lost Boy,43,27,24,22
2016-11-05,Fifth Harmony Featuring Fetty Wap,All In My Head (Flex),89,88,24,18
2016-12-31,Martin Garrix & Bebe Rexha,In The Name Of Love,35,25,24,18
2016-12-31,Keith Urban,Blue Ain't Your Color,38,30,24,14
2016-12-10,Calvin Harris,My Way,74,74,24,10
2016-12-31,Migos Featuring Lil Uzi Vert,Bad And Boujee,26,24,24,5
2016-01-02,Jordan Smith,Mary Did You Know,24,0,24,1
2016-12-31,J. Cole,Ville Mentality,24,0,24,1
2016-11-19,Coldplay,Hymn For The Weekend,41,36,25,23
2016-12-31,Niall Horan,This Town,50,41,25,12
2016-11-12,Kungs vs Cookin' On 3 Burners,This Girl,88,75,26,14
2016-08-27,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",All The Way Up,68,65,27,20
2016-12-31,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",Do You Mind,60,44,27,19
2016-12-31,The Weeknd Featuring Kendrick Lamar,Sidewalks,82,54,27,3
2016-11-26,Daya,"Sit Still, Look Pretty",38,36,28,24
2016-12-31,Drake Featuring 21 Savage,Sneakin',72,63,28,8
2016-05-21,Beyonce Featuring Jack White,Don't Hurt Yourself,37,28,28,2
2016-12-31,Rob $tone Featuring J. Davi$ & Spooks,Chill Bill,49,34,29,20
2016-12-31,Kenny Chesney Featuring P!nk,Setting The World On Fire,91,87,29,20
2016-01-30,Queen & David Bowie,Under Pressure,45,0,29,16
2016-12-31,J. Cole,4 Your Eyez Only,29,0,29,1
2016-07-09,Tim McGraw,Humble And Kind,52,41,30,20
2016-11-05,DJ Khaled Featuring Jay Z & Future,I Got The Keys,96,98,30,17
2016-12-31,Florida Georgia Line Featuring Tim McGraw,May We All,56,42,30,16
2016-12-31,J. Cole,Foldin Clothes,30,0,30,1
2016-05-14,Cole Swindell,You Should Be Here,72,55,31,20
2016-12-31,Big Sean,Bounce Back,31,39,31,6
2016-12-31,The Weeknd,Reminder,78,50,31,3
2016-11-26,Usher Featuring Young Thug,No Limit,69,62,32,20
2016-12-31,Jon Bellion,All Time Low,36,33,32,10
2016-12-31,Pentatonix,Hallelujah,45,45,32,8
2016-07-23,Drake,Hype,97,84,33,10
2016-10-15,Skrillex & Rick Ross,Purple Lamborghini,96,90,33,10
2016-12-24,Desiigner,Tiimmy Turner,61,62,34,20
2016-09-24,Kanye West,Famous,100,90,34,14
2016-08-06,Fergie,M.I.L.F. $,86,80,34,3
2016-12-31,The Weeknd,Six Feet Under,81,55,34,3
2016-12-31,J. Cole,She's Mine Pt. 2,34,0,34,1
2016-07-02,Dierks Bentley,Somewhere On A Beach,58,57,35,20
2016-07-23,O.T. Genasis Featuring Young Dolph,Cut It,40,39,35,20
2016-10-29,Kelsea Ballerini,Peter Pan,94,80,35,20
2016-12-31,Bobby Helms,Jingle Bell Rock,46,35,35,18
2016-05-07,Brett Eldredge,Drunk On Your Love,83,65,35,15
2016-12-31,Shawn Mendes,Mercy,44,38,35,13
2016-05-21,Beyonce Featuring Kendrick Lamar,Freedom,65,35,35,2
2016-07-30,Blake Shelton,Came Here To Forget,90,86,36,19
2016-12-31,21 Savage & Metro Boomin Featuring Future,X,51,43,36,14
2016-10-15,Lukas Graham,Mama Said,73,51,36,11
2016-10-15,French Montana Featuring Drake,No Shopping,100,98,36,11
2016-10-29,Kanye West,"Father Stretch My Hands, Pt. 1",60,56,37,23
2016-08-27,Luke Bryan,"Huntin', Fishin' And Lovin' Every Day",95,85,37,20
2016-05-21,Beyonce,Pray You Catch Me,70,37,37,2
2016-07-16,Drake Featuring Future,Grammys,91,93,38,9
2016-05-21,Beyonce,All Night,64,38,38,2
2016-09-24,Selena Gomez,Kill Em With Kindness,89,79,39,15
2016-07-16,Chris Young Duet With Cassadee Pope,Think Of You,87,84,40,20
2016-11-05,ScHoolboy Q Featuring Kanye West,THat Part,86,92,40,20
2016-07-23,Drake,Still Here,95,93,40,10
2016-01-30,David Bowie,Lazarus,40,0,40,1
2016-07-30,Thomas Rhett,T-Shirt,68,68,41,20
2016-09-17,Future,Wicked,86,64,41,20
2016-11-26,Kehlani,Gangsta,100,0,41,12
2016-05-21,Beyonce,Daddy Lessons,66,41,41,2
2016-07-23,Disturbed,The Sound Of Silence,79,79,42,20
2016-11-05,Dierks Bentley Featuring Elle King,Different For Girls,83,75,42,20
2016-04-23,Carrie Underwood,Heartbeat,95,80,42,14
2016-05-28,Iggy Azalea,Team,99,88,42,8
2016-12-03,Chance The Rapper Featuring Lil Wayne & 2 Chainz,No Problem,43,46,43,26
2016-09-03,Jason Aldean,Lights Come On,89,87,43,19
2016-12-31,Young Thug And Travis Scott Featuring Quavo,Pick Up The Phone,76,62,43,18
2016-09-17,Carrie Underwood,Church Bells,99,85,43,17
2016-04-16,Ellie Goulding,Something In The Way You Move,96,87,43,10
2016-12-31,The Weeknd,Die For You,93,71,43,3
2016-05-21,Beyonce,Sandcastles,71,43,43,2
2016-04-09,Ariana Grande,Be Alright,43,0,43,1
2016-09-17,Eric Church,Record Year,91,74,44,20
2016-12-03,Billy Currington,It Don't Hurt Like It Used To,91,86,44,17
2016-04-30,Robin Schulz Featuring Francesco Yates,Sugar,88,82,44,15
2016-09-03,DNCE,Toothbrush,85,66,44,10
2016-06-11,Drake,U With Me?,82,68,44,4
2016-12-24,The Weeknd,Rockin',82,44,44,2
2016-10-22,Sam Hunt,Make You Miss Me,86,80,45,19
2016-06-18,Drake,9,87,72,45,5
2016-07-16,Kevin Gates,Really Really,50,46,46,26
2016-12-24,Cole Swindell,Middle Of A Memory,80,74,46,20
2016-12-24,The Weeknd Featuring Future,All I Know,83,46,46,2
2016-12-10,Miranda Lambert,Vice,88,84,47,19
2016-12-31,Brett Young,Sleep Without You,86,74,47,14
2016-12-17,Kanye West,Fade,96,71,47,13
2016-07-02,Drake Featuring PARTYNEXTDOOR,With You,93,85,47,7
2016-05-21,Beyonce,Love Drought,73,47,47,2
2016-12-24,The Weeknd,Secrets,66,47,47,2
2016-09-24,Dan + Shay,From The Ground Up,75,60,48,16
2016-12-31,Childish Gambino,Redbone,75,48,48,3
2016-12-24,The Weeknd,True Colors,78,48,48,2
2016-12-31,Lil Uzi Vert,You Was Right,58,49,49,23
2016-12-31,Lil Yachty,1 Night,73,72,49,19
2016-10-01,Drake,Childs Play,87,77,49,14
2016-12-10,Meek Mill Featuring Tory Lanez,Litty,89,85,49,4
2016-06-25,Maren Morris,My Church,56,57,50,20
2016-06-25,Old Dominion,Snapback,70,55,50,20
2016-07-23,Alessia Cara,Wild Things,77,66,50,20
2016-12-10,Luke Bryan,Move,78,73,50,14
2016-08-27,Fetty Wap,Wake Up,92,80,50,13
2016-08-27,Jon Pardi,Head Over Boots,53,59,51,24
2016-09-03,MadeinTYO,Uber Everywhere,77,79,51,20
2016-09-03,Keith Urban,Wasted Time,99,97,51,17
2016-05-28,Rascal Flatts,I Like The Sound Of That,95,97,52,16
2016-12-17,Jason Aldean,A Little More Summertime,87,64,52,13
2016-03-26,Jason Derulo,Get Ugly,97,77,52,12
2017-12-30,Ed Sheeran,Shape Of You,23,25,1,49
2017-12-30,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,31,32,1,48
2017-12-30,Kendrick Lamar,Humble.,47,50,1,37
2017-12-30,Cardi B,Bodak Yellow (Money Moves),11,9,1,24
2017-01-14,Wham! Featuring George Michael,Careless Whisper,33,0,1,22
2017-10-14,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",I'm The One,42,39,1,22
2017-01-14,George Michael,Faith,47,0,1,21
2017-12-30,Taylor Swift,Look What You Made Me Do,70,72,1,17
2017-12-30,Ed Sheeran,Perfect,1,1,1,16
2017-12-30,Post Malone Featuring 21 Savage,Rockstar,2,2,1,13
2017-11-25,DJ Khaled Featuring Rihanna & Bryson Tiller,Wild Thoughts,48,38,2,21
2017-12-30,Camila Cabello Featuring Young Thug,Havana,3,3,2,18
2017-12-02,The Chainsmokers & Coldplay,Something Just Like This,49,42,3,39
2017-12-30,French Montana Featuring Swae Lee,Unforgettable,40,34,3,36
2017-12-30,Logic Featuring Alessia Cara & Khalid,1-800-273-8255,22,19,3,33
2017-12-30,J Balvin & Willy William Featuring Beyonce,Mi Gente,20,18,3,24
2017-12-30,Lil Pump,Gucci Gang,4,4,3,14
2017-12-30,Imagine Dragons,Believer,33,30,4,45
2017-12-30,Imagine Dragons,Thunder,5,5,4,33
2017-08-05,KYLE Featuring Lil Yachty,iSpy,46,39,4,30
2017-12-30,Portugal. The Man,Feel It Still,17,12,4,26
2017-09-16,Kendrick Lamar,DNA.,63,65,4,20
2017-06-10,Katy Perry Featuring Skip Marley,Chained To The Rhythm,86,88,4,15
2017-12-30,Taylor Swift,...Ready For It?,37,43,4,15
2017-12-30,Sam Smith,Too Good At Goodbyes,7,6,4,14
2017-07-22,Harry Styles,Sign Of The Times,73,58,4,13
2017-12-30,Charlie Puth,Attention,42,36,5,34
2017-10-07,Future,Mask Off,48,46,5,31
2017-11-25,Sam Hunt,Body Like A Back Road,49,49,6,41
2017-12-30,Shawn Mendes,There's Nothing Holdin' Me Back,48,46,6,34
2017-09-09,Ed Sheeran,Castle On The Hill,48,39,6,33
2017-12-30,Demi Lovato,Sorry Not Sorry,18,16,6,23
2017-06-17,The Chainsmokers,Paris,46,53,6,20
2017-07-22,Kodak Black,Tunnel Vision,55,51,6,20
2017-12-30,"Migos, Nicki Minaj & Cardi B",MotorSport,6,15,6,7
2017-12-02,Lil Uzi Vert,XO TOUR Llif3,48,45,7,34
2017-10-14,Zedd & Alessia Cara,Stay,47,42,7,31
2017-12-30,G-Eazy Featuring A$AP Rocky & Cardi B,No Limit,10,7,7,14
2017-12-16,Yo Gotti Featuring Nicki Minaj,Rake It Up,34,27,8,22
2017-08-19,Drake,Passionfruit,81,80,8,20
2017-12-30,Halsey,Bad At Love,8,8,8,15
2017-07-22,Drake Featuring Quavo & Travis Scott,Portland,90,79,9,16
2017-12-30,Maroon 5 Featuring SZA,What Lovers Do,13,10,9,16
2017-09-16,Kygo x Selena Gomez,It Ain't Me,44,37,10,29
2017-12-16,Liam Payne Featuring Quavo,Strip That Down,41,36,10,28
2017-09-02,Miley Cyrus,Malibu,78,73,10,15
2017-12-16,Niall Horan,Slow Hands,50,40,11,31
2017-08-26,Julia Michaels,Issues,44,39,11,29
2017-12-30,Gucci Mane Featuring Migos,I Get The Bag,15,14,11,17
2017-12-30,21 Savage,Bank Account,27,24,12,23
2017-12-30,6ix9ine,Gummo,12,13,12,5
2017-12-30,P!nk,What About Us,57,51,13,19
2017-12-02,Taylor Swift,Gorgeous,89,85,13,4
2017-10-28,Kendrick Lamar Featuring Rihanna,Loyalty.,48,44,14,26
2017-12-30,Dua Lipa,New Rules,14,17,14,20
2017-05-13,"Nicki Minaj, Drake & Lil Wayne",No Frauds,95,80,14,7
2017-12-16,Eminem Featuring Beyonce,Walk On Water,79,55,14,3
2017-11-18,Khalid,Location,48,43,16,43
2017-07-15,Maroon 5 Featuring Future,Cold,91,71,16,20
2017-08-05,Kendrick Lamar,Element.,98,100,16,11
2017-09-09,David Guetta Featuring Justin Bieber,2U,73,64,16,11
2017-12-30,NF,Let You Down,16,22,16,9
2017-09-09,Halsey,Now Or Never,40,32,17,20
2017-12-30,Kendrick Lamar Featuring Zacari,Love.,25,27,18,25
2017-04-29,Drake,Free Smoke,72,68,18,4
2017-09-02,Brett Young,In Case You Didn't Know,45,41,19,28
2017-07-22,Migos,T-Shirt,48,49,19,25
2017-12-30,Post Malone,I Fall Apart,19,23,19,12
2017-05-13,Lorde,Green Light,86,74,19,9
2017-08-19,Ayo & Teo,Rolex,49,50,20,25
2017-11-04,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",Feels,94,78,20,18
2017-09-02,Selena Gomez,Bad Liar,83,74,20,14
2017-11-11,Justin Bieber + BloodPop,Friends,94,88,20,10
2017-12-30,Selena Gomez X Marshmello,Wolves,21,20,20,8
2017-10-28,Lin-Manuel Miranda Featuring Artists For Puerto Rico,Almost Like Praying,20,0,20,1
2017-05-27,Marian Hill,Down,100,73,21,17
2017-12-30,G-Eazy & Halsey,Him & I,26,21,21,2
2017-12-30,Khalid,Young Dumb & Broke,32,28,22,22
2017-12-16,Kesha,Praying,35,26,22,21
2017-03-11,Big Sean Featuring Eminem,No Favors,97,63,22,3
2017-04-22,Kendrick Lamar,The Heart Part 4,85,22,22,2
2017-08-12,JAY-Z,The Story Of O.J.,95,72,23,3
2017-12-30,Lil Uzi Vert Featuring Nicki Minaj,The Way Life Goes,24,29,24,16
2017-07-29,Calvin Harris Featuring Frank Ocean & Migos,Slide,45,32,25,20
2017-07-01,Rae Sremmurd,Swang,50,33,26,26
2017-12-02,Kane Brown Featuring Lauren Alaina,What Ifs,43,39,26,23
2017-12-30,Charlie Puth,How Long,29,26,26,10
2017-10-14,Selena Gomez Featuring Gucci Mane,Fetish,96,87,27,12
2017-12-02,Taylor Swift,Call It What You Want,73,27,27,2
2017-12-30,Bebe Rexha & Florida Georgia Line,Meant To Be,28,31,28,8
2017-12-30,BTS Featuring Desiigner,MIC Drop,79,71,28,3
2017-09-02,Migos Featuring Gucci Mane,Slippery,46,37,29,21
2017-08-19,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,Swalla,82,86,29,20
2017-09-30,Playboi Carti,Magnolia,63,60,29,20
2017-07-01,Drake,Gyalchester,98,91,29,11
2017-12-30,Marshmello Featuring Khalid,Silence,30,33,30,18
2017-07-29,Luke Combs,Hurricane,50,46,31,22
2017-12-30,XXXTENTACION,Jocelyn Flores,98,87,31,16
2017-11-11,SZA Featuring Travis Scott,Love Galore,48,41,32,20
2017-05-20,Kendrick Lamar,Yah.,89,65,32,3
2017-09-09,YFN Lucci Featuring PnB Rock,Everyday We Lit,43,40,33,20
2017-12-30,Luke Combs,When It Rains It Pours,68,65,33,20
2017-05-20,Kendrick Lamar Featuring U2,XXX.,79,56,33,3
2017-07-08,XXXTENTACION,Look At Me!,60,54,34,20
2017-12-30,Miguel Featuring Travis Scott,Sky Walker,36,35,35,12
2017-12-30,"21 Savage, Offset & Metro Boomin Featuring Travis Scott",Ghostface Killers,90,81,35,7
2017-04-29,Drake,Teenage Fever,91,83,35,4
2017-12-30,Andy Williams,It's The Most Wonderful Time Of The Year,35,45,35,3
2017-05-13,Kendrick Lamar,Feel.,69,35,35,2
2017-08-05,JAY-Z,4:44,61,35,35,2
2017-11-04,Dustin Lynch,Small Town Boy,53,50,36,20
2017-08-19,Drake,Signs,100,98,36,6
2017-04-22,Drake Featuring 2 Chainz & Young Thug,Sacrifices,89,56,36,3
2017-12-30,SZA,The Weekend,39,38,37,20
2017-05-20,Future Featuring Rihanna,Selfish,95,98,37,10
2017-05-13,Kendrick Lamar,Pride.,71,37,37,2
2017-11-04,Cheat Codes Featuring Demi Lovato,No Promises,49,43,38,23
2017-09-09,A Boogie Wit da Hoodie Featuring Kodak Black,Drowning,46,41,38,21
2017-05-27,Big Sean,Moves,95,0,38,19
2017-04-29,Drake,Blem,84,78,38,4
2017-08-26,Future Featuring Nicki Minaj,You Da Baddest,87,38,38,2
2017-09-02,Thomas Rhett Featuring Maren Morris,Craving You,60,63,39,20
2017-09-23,Dylan Scott,My Girl,87,88,39,20
2017-08-05,Lady Gaga,The Cure,87,84,39,14
2017-12-30,Taylor Swift Featuring Ed Sheeran & Future,End Game,49,39,39,4
2017-12-16,blackbear,Do Re Mi,44,41,40,25
2017-05-20,Chris Brown Featuring Usher & Gucci Mane,Party,80,76,40,20
2017-10-14,Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals,Back To You,88,78,40,10
2017-04-15,Drake Featuring Giggs,No Long Talk,76,40,40,2
2017-06-03,Gucci Mane Featuring Drake,Both,44,43,41,22
2017-12-30,XXXTENTACION Featuring Trippie Redd,F**k Love,88,82,41,16
2017-12-30,A$AP Ferg Featuring Nicki Minaj,Plain Jane,46,41,41,12
2017-12-30,Burl Ives,A Holly Jolly Christmas,41,47,41,3
2017-12-30,Wham!,Last Christmas,44,0,41,3
2017-03-25,Ed Sheeran,How Would You Feel (Paean),84,0,41,2
2017-09-16,Fifth Harmony Featuring Gucci Mane,Down,99,0,42,10
2017-05-13,Kendrick Lamar,Lust.,75,42,42,2
2017-04-01,Bebe Rexha,I Got You,82,67,43,11
2017-06-10,Lauren Duski,Deja Vu,43,0,43,1
2017-11-11,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",It's A Vibe,79,68,44,20
2017-12-23,Tay-K,The Race,74,77,44,18
2017-12-30,Zayn Featuring Sia,Dusk Till Dawn,85,78,44,14
2017-12-30,Offset & Metro Boomin,Ric Flair Drip,45,44,44,7
2017-03-18,Lana Del Rey,Love,73,44,44,2
2017-01-07,Jose Feliciano,Feliz Navidad,44,0,44,1
2017-12-02,GoldLink Featuring Brent Faiyaz & Shy Glizzy,Crew,50,51,45,21
2017-10-07,Midland,Drinkin' Problem,93,84,45,20
2017-08-19,Linkin Park Featuring Kiiara,Heavy,96,45,45,19
2017-12-30,LANCO,Greatest Love Story,52,54,45,15
2017-04-15,Drake Featuring Jorja Smith & Black Coffee,Get It Together,68,45,45,2
2017-08-19,Florida Georgia Line Featuring Backstreet Boys,"God, Your Mama, And Me",95,89,46,19
2017-10-21,Old Dominion,No Such Thing As A Broken Heart,92,85,46,19
2017-12-23,Kodak Black,Transportin',92,87,46,16
2017-12-30,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",Pills And Automobiles,53,52,46,14
2017-09-30,Katy Perry Featuring Nicki Minaj,Swish Swish,92,55,46,10
2017-04-29,Future,Draco,83,87,46,8
2017-12-30,YBN Nahmir,Rubbin Off The Paint,55,48,46,6
2017-12-30,Thomas Rhett,Unforgettable,71,69,47,20
2017-11-04,Billy Currington,Do I Make You Wanna,100,100,47,19
2017-11-18,Jon Pardi,Heartache On The Dance Floor,92,95,47,18
2017-12-23,Kelly Clarkson,Love So Soft,79,70,47,13
2017-04-01,Chris Young Featuring Vince Gill,Sober Saturday Night,86,82,47,11
2017-08-05,Camila Cabello,Crying In The Club,73,71,47,9
2017-12-30,Luis Fonsi & Demi Lovato,Echame La Culpa,75,75,47,4
2017-07-29,"JAY-Z Featuring Damian ""Jr. Gong"" Marely",Bam,47,0,47,1
2017-09-02,Tee Grizzley,First Day Out,84,78,48,20
2017-10-14,Maluma,Felices Los 4,80,72,48,20
2017-04-01,Future Featuring The Weeknd,Comin Out Strong,96,81,48,3
2017-04-15,Drake Featuring Giggs,KMT,79,48,48,2
2017-12-09,Macklemore Featuring Skylar Grey,Glorious,93,0,49,19
2017-12-23,Lil Uzi Vert,Sauce It Up,100,96,49,15
2017-04-01,Ed Sheeran,Dive,85,49,49,2
2017-04-15,Drake,Jorja Interlude,83,49,49,2
2017-12-09,Carly Pearce,Every Little Thing,84,72,50,17
2017-12-02,Future & Young Thug Featuring Offset,Patek Water,100,97,50,4
2017-04-15,Drake Featuring Sampha,4422,82,50,50,2
2017-05-13,Kendrick Lamar,Fear.,91,50,50,2
2017-12-30,6ix9ine,Kooda,50,61,50,2
2017-11-11,Travis Scott,Butterfly Effect,53,51,51,22
2017-12-30,Kodak Black Featuring XXXTENTACION,Roll In Peace,51,56,51,17
2017-10-21,Meek Mill Featuring Chris Brown & Ty Dolla $ign,Whatever You Need,100,90,51,13
2017-04-15,Drake,Madiba Riddim,84,51,51,2
2017-07-29,JAY-Z Featuring Beyonce,Family Feud,51,0,51,1
2017-06-10,Jason Aldean,Any Ol' Barstool,100,91,52,18
2017-12-30,Kodak Black Featuring Lil Wayne,Codeine Dreaming,63,58,52,3
2017-12-30,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,Let Me Go,56,55,53,12
2017-07-15,Darius Rucker,If I Told You,83,76,53,11
2017-05-27,Ed Sheeran,Galway Girl,94,0,53,5
2017-07-15,DJ Khaled Featuring Drake,To The Max,73,78,53,4
2017-12-30,Demi Lovato,Tell Me You Love Me,81,53,53,3
2017-04-29,Michael Ray,Think A Little Less,90,86,54,16
2017-12-30,Brett Young,Like I Loved You,54,62,54,12
2017-03-04,KALEO,Way Down We Go,81,71,54,8
2017-10-07,XXXTENTACION,Everybody Dies In Their Nightmares,96,79,54,4
2017-04-15,Drake Featuring Kanye West,Glow,89,54,54,2
2017-03-04,Nick Jonas & Nicki Minaj,Bom Bidi Bom,54,0,54,1
2017-03-11,Future,Rent Money,54,0,54,1
2017-05-06,Kendrick Lamar,Blood.,54,0,54,1
2017-09-09,2 Chainz Featuring Travis Scott,4 AM,95,90,55,12
2017-03-11,Dustin Lynch,Seein' Red,84,65,55,9
2018-12-01,Post Malone Featuring Ty Dolla $ign,Psycho,45,48,1,39
2018-12-01,XXXTENTACION,Sad!,46,45,1,38
2018-12-29,"Cardi B, Bad Bunny & J Balvin",I Like It,40,38,1,37
2018-10-06,Drake,God's Plan,45,40,1,36
2018-12-29,Maroon 5 Featuring Cardi B,Girls Like You,15,10,1,30
2018-10-06,Drake,Nice For What,39,37,1,25
2018-12-08,Drake,In My Feelings,37,25,1,22
2018-12-29,Travis Scott,Sicko Mode,3,3,1,20
2018-09-08,Childish Gambino,This Is America,100,95,1,17
